organizations,iso2_code,year,quarter
3354,CI,2023,3
3345,MD,2023,3
3056,SV,2023,3
2830,BA,2023,3
2664,KW,2023,3
2648,MN,2023,3
2473,IS,2023,3
2446,YE,2023,3
2429,SN,2023,3
2399,RW,2023,3
2208,QA,2023,3
2189,LU,2023,3
2174,MK,2023,3
2132,PA,2023,3
2022,HN,2023,3
2016,KG,2023,3
2011,AO,2023,3
2009,MG,2023,3
1936,PR,2023,3
1873,ZW,2023,3
1845,PY,2023,3
1676,CD,2023,3
1585,OM,2023,3
1580,BJ,2023,3
1557,LY,2023,3
1497,MT,2023,3
1394,SD,2023,3
1366,NI,2023,3
1363,JM,2023,3
1358,CU,2023,3
1353,BH,2023,3
1285,ZM,2023,3
1233,LA,2023,3
1210,MU,2023,3
1196,SY,2023,3
1193,MZ,2023,3
1126,ME,2023,3
1023,TG,2023,3
1010,SO,2023,3
995,AF,2023,3
957,TT,2023,3
879,MO,2023,3
853,HT,2023,3
716,RE,2023,3
686,MV,2023,3
682,XK,2023,3
623,MW,2023,3
600,BW,2023,3
555,BF,2023,3
483,NA,2023,3
471,ML,2023,3
459,TJ,2023,3
415,BN,2023,3
385,BT,2023,3
362,SL,2023,3
350,GN,2023,3
330,AD,2023,3
292,MR,2023,3
291,SC,2023,3
274,BS,2023,3
264,CG,2023,3
263,CV,2023,3
251,LR,2023,3
242,GA,2023,3
236,BB,2023,3
233,BI,2023,3
230,GP,2023,3
218,TM,2023,3
213,GM,2023,3
211,IM,2023,3
210,JE,2023,3
203,SR,2023,3
193,MQ,2023,3
185,BM,2023,3
185,FJ,2023,3
178,NE,2023,3
178,CW,2023,3
167,NC,2023,3
166,PG,2023,3
160,LS,2023,3
158,KY,2023,3
157,BZ,2023,3
156,PF,2023,3
153,GY,2023,3
125,DJ,2023,3
121,SZ,2023,3
113,GU,2023,3
112,MC,2023,3
112,FO,2023,3
